3596755;Конструктор LEGO DUPLO Town Семейное приключение на микроавтобусе 10946;2499 RUB;МСК, СПБ;1519 RUB;https://www.detmir.ru/product/index/id/3596755/
3405632;Конструктор LEGO Harry Potter Учёба в Хогвартсе Урок трансфигурации 76382;2799 RUB;МСК, СПБ;1749 RUB;https://www.detmir.ru/product/index/id/3405632/
3142016;Конструктор LEGO DUPLO My First Мои первые машинки 10886;1599 RUB;МСК, СПБ;969 RUB;https://www.detmir.ru/product/index/id/3142016/
3226678;Конструктор LEGO City Great Vehicles Монстр-трак 60251;749 RUB;МСК, СПБ;469 RUB;https://www.detmir.ru/product/index/id/3226678/
3226589;Конструктор LEGO Creator Спортивный автомобиль 31100;899 RUB;МСК, СПБ;569 RUB;https://www.detmir.ru/product/index/id/3226589/
3596781;Конструктор LEGO Friends Лесной дом на колесах и парусная лодка 41681;4499 RUB;МСК, СПБ;2739 RUB;https://www.detmir.ru/product/index/id/3596781/
3405636;Конструктор LEGO Minecraft Коралловый риф 21164;999 RUB;МСК, СПБ;689 RUB;https://www.detmir.ru/product/index/id/3405636/
3188096;Конструктор LEGO DUPLO Princess Ледяной замок 10899;4499 RUB;МСК, СПБ;2739 RUB;https://www.detmir.ru/product/index/id/3188096/
3596973;Конструктор LEGO Ninjago Сверхзвуковой самолёт 71739;8499 RUB;МСК, СПБ;5409 RUB;https://www.detmir.ru/product/index/id/3596973/
3226680;Конструктор LEGO City Great Vehicles Грузовик мороженщика 60253;1499 RUB;МСК, СПБ;949 RUB;https://www.detmir.ru/product/index/id/3226680/
